Invoice ID,Branch,City,Customer type,Gender,Product line,Unit price,Quantity,Tax 5%,Total,Date,Time,Payment,cogs,gross margin percentage,gross income,Rating
622-20-1945,C,Naypyitaw,Normal,Female,Health and beauty,39.42,1.00,1.9710,41.39,1/18/2019,3:08:00 PM,Cash,39.42,4.7619,1.9710,8.4000
372-94-8041,A,Yangon,Normal,Male,Health and beauty,15.26,6.00,4.5780,96.14,2/15/2019,6:03:00 PM,Ewallet,91.56,4.7619,4.5780,9.8000
563-91-7120,A,Yangon,Normal,Female,Fashion accessories,61.77,5.00,15.4425,324.29,3/8/2019,1:21:00 PM,Cash,308.85,4.7619,15.4425,6.7000
746-54-5508,A,Yangon,Normal,Male,Home and lifestyle,21.52,6.00,6.4560,135.58,1/17/2019,12:48:00 PM,Credit card,129.12,4.7619,6.4560,9.4000
276-54-0879,B,Mandalay,Normal,Male,Sports and travel,97.74,4.00,19.5480,410.51,3/12/2019,7:53:00 PM,Ewallet,390.96,4.7619,19.5480,6.4000
815-11-1168,A,Yangon,Member,Male,Food and beverages,99.78,5.00,24.9450,523.85,3/9/2019,7:09:00 PM,Cash,498.90,4.7619,24.9450,5.4000
719-76-3868,C,Naypyitaw,Member,Male,Food and beverages,94.26,4.00,18.8520,395.89,3/12/2019,4:30:00 PM,Cash,377.04,4.7619,18.8520,8.6000
730-61-8757,B,Mandalay,Member,Male,Health and beauty,51.13,4.00,10.2260,214.75,1/25/2019,10:11:00 AM,Credit card,204.52,4.7619,10.2260,4.0000
340-66-0321,A,Yangon,Member,Male,Electronic accessories,36.36,4.00,7.2720,152.71,3/25/2019,1:07:00 PM,Cash,145.44,4.7619,7.2720,7.6000
868-81-1752,B,Mandalay,Normal,Male,Home and lifestyle,22.02,9.00,9.9090,208.09,2/7/2019,6:48:00 PM,Cash,198.18,4.7619,9.9090,6.8000
634-97-8956,A,Yangon,Normal,Male,Food and beverages,32.90,3.00,4.9350,103.64,2/17/2019,5:27:00 PM,Credit card,98.70,4.7619,4.9350,9.1000
566-71-1091,A,Yangon,Normal,Male,Fashion accessories,77.02,5.00,19.2550,404.36,2/3/2019,3:59:00 PM,Cash,385.10,4.7619,19.2550,5.5000
442-48-3607,A,Yangon,Member,Male,Food and beverages,23.48,2.00,2.3480,49.31,3/14/2019,11:21:00 AM,Credit card,46.96,4.7619,2.3480,7.9000
835-16-0096,C,Naypyitaw,Member,Male,Sports and travel,14.70,5.00,3.6750,77.18,3/24/2019,1:48:00 PM,Ewallet,73.50,4.7619,3.6750,8.5000
527-09-6272,A,Yangon,Member,Female,Electronic accessories,28.45,5.00,7.1125,149.36,3/21/2019,10:17:00 AM,Credit card,142.25,4.7619,7.1125,9.1000
898-04-2717,A,Yangon,Normal,Male,Fashion accessories,76.40,9.00,34.3800,721.98,3/19/2019,3:49:00 PM,Ewallet,687.60,4.7619,34.3800,7.5000
692-27-8933,B,Mandalay,Normal,Female,Sports and travel,57.95,6.00,17.3850,365.09,2/24/2019,1:02:00 PM,Cash,347.70,4.7619,17.3850,5.2000
633-09-3463,C,Naypyitaw,Normal,Female,Electronic accessories,47.65,3.00,7.1475,150.10,3/28/2019,12:58:00 PM,Credit card,142.95,4.7619,7.1475,9.5000
374-17-3652,B,Mandalay,Member,Female,Food and beverages,42.82,9.00,19.2690,404.65,2/5/2019,3:26:00 PM,Credit card,385.38,4.7619,19.2690,8.9000
378-07-7001,B,Mandalay,Member,Male,Electronic accessories,48.09,3.00,7.2135,151.48,2/10/2019,6:23:00 PM,Credit card,144.27,4.7619,7.2135,7.8000
433-75-6987,B,Mandalay,Member,Female,Health and beauty,55.97,7.00,19.5895,411.38,3/5/2019,7:06:00 PM,Ewallet,391.79,4.7619,19.5895,8.9000
873-95-4984,B,Mandalay,Member,Female,Health and beauty,76.90,7.00,26.9150,565.22,2/15/2019,8:21:00 PM,Cash,538.30,4.7619,26.9150,7.7000
416-13-5917,C,Naypyitaw,Normal,Female,Food and beverages,97.03,5.00,24.2575,509.41,1/30/2019,4:24:00 PM,Ewallet,485.15,4.7619,24.2575,9.3000
150-89-8043,A,Yangon,Normal,Male,Sports and travel,44.65,3.00,6.6975,140.65,2/14/2019,3:04:00 PM,Cash,133.95,4.7619,6.6975,6.2000
135-84-8019,A,Yangon,Normal,Female,Fashion accessories,77.93,9.00,35.0685,736.44,2/27/2019,4:10:00 PM,Ewallet,701.37,4.7619,35.0685,7.6000
441-94-7118,A,Yangon,Member,Male,Electronic accessories,71.95,1.00,3.5975,75.55,2/4/2019,12:14:00 PM,Cash,71.95,4.7619,3.5975,7.3000
725-96-3778,C,Naypyitaw,Member,Female,Home and lifestyle,89.25,8.00,35.7000,749.70,1/20/2019,10:13:00 AM,Cash,714.00,4.7619,35.7000,4.7000
531-80-1784,A,Yangon,Normal,Male,Electronic accessories,26.02,7.00,9.1070,191.25,3/28/2019,5:38:00 PM,Cash,182.14,4.7619,9.1070,5.1000
400-45-1220,B,Mandalay,Normal,Female,Health and beauty,13.50,10.00,6.7500,141.75,2/27/2019,11:06:00 AM,Credit card,135.00,4.7619,6.7500,4.8000
860-79-0874,C,Naypyitaw,Member,Female,Fashion accessories,99.30,10.00,49.6500,1042.65,2/15/2019,2:53:00 PM,Credit card,993.00,4.7619,49.6500,6.6000
834-61-8124,A,Yangon,Normal,Male,Electronic accessories,51.69,7.00,18.0915,379.92,1/26/2019,6:22:00 PM,Cash,361.83,4.7619,18.0915,5.5000
115-99-4379,B,Mandalay,Member,Female,Fashion accessories,54.73,7.00,19.1555,402.27,3/14/2019,7:02:00 PM,Credit card,383.11,4.7619,19.1555,8.5000
565-67-6697,B,Mandalay,Member,Male,Home and lifestyle,27.00,9.00,12.1500,255.15,3/2/2019,2:16:00 PM,Cash,243.00,4.7619,12.1500,4.8000
320-49-6392,C,Naypyitaw,Normal,Female,Electronic accessories,30.24,1.00,1.5120,31.75,3/4/2019,3:44:00 PM,Cash,30.24,4.7619,1.5120,8.4000
889-04-9723,B,Mandalay,Member,Female,Food and beverages,89.14,4.00,17.8280,374.39,1/7/2019,12:20:00 PM,Credit card,356.56,4.7619,17.8280,7.8000
632-90-0281,C,Naypyitaw,Normal,Female,Fashion accessories,37.55,10.00,18.7750,394.28,3/8/2019,8:01:00 PM,Credit card,375.50,4.7619,18.7750,9.3000
554-42-2417,C,Naypyitaw,Normal,Female,Sports and travel,95.44,10.00,47.7200,1002.12,1/9/2019,1:45:00 PM,Cash,954.40,4.7619,47.7200,5.2000
453-63-6187,B,Mandalay,Normal,Male,Electronic accessories,27.50,3.00,4.1250,86.63,3/1/2019,3:40:00 PM,Ewallet,82.50,4.7619,4.1250,6.5000
578-80-7669,B,Mandalay,Normal,Male,Sports and travel,74.97,1.00,3.7485,78.72,3/16/2019,4:58:00 PM,Cash,74.97,4.7619,3.7485,5.6000
612-36-5536,A,Yangon,Member,Male,Food and beverages,80.96,8.00,32.3840,680.06,2/17/2019,11:12:00 AM,Credit card,647.68,4.7619,32.3840,7.4000
605-72-4132,C,Naypyitaw,Normal,Female,Food and beverages,94.47,8.00,37.7880,793.55,2/27/2019,3:12:00 PM,Cash,755.76,4.7619,37.7880,9.1000
471-41-2823,C,Naypyitaw,Normal,Male,Food and beverages,99.79,2.00,9.9790,209.56,3/7/2019,8:37:00 PM,Ewallet,199.58,4.7619,9.9790,8.0000
462-67-9126,A,Yangon,Normal,Male,Home and lifestyle,73.22,6.00,21.9660,461.29,1/21/2019,5:44:00 PM,Cash,439.32,4.7619,21.9660,7.2000
272-27-9238,C,Naypyitaw,Normal,Female,Food and beverages,41.24,4.00,8.2480,173.21,2/19/2019,4:23:00 PM,Cash,164.96,4.7619,8.2480,7.1000
834-25-9262,C,Naypyitaw,Normal,Female,Fashion accessories,81.68,4.00,16.3360,343.06,1/6/2019,12:12:00 PM,Cash,326.72,4.7619,16.3360,9.1000
122-61-9553,C,Naypyitaw,Normal,Female,Electronic accessories,51.32,9.00,23.0940,484.97,3/14/2019,7:33:00 PM,Cash,461.88,4.7619,23.0940,5.6000
468-88-0009,A,Yangon,Member,Male,Home and lifestyle,65.94,4.00,13.1880,276.95,3/24/2019,10:29:00 AM,Cash,263.76,4.7619,13.1880,6.0000
613-59-9758,C,Naypyitaw,Normal,Female,Sports and travel,14.36,10.00,7.1800,150.78,1/27/2019,2:28:00 PM,Cash,143.60,4.7619,7.1800,5.4000
254-31-0042,A,Yangon,Member,Male,Electronic accessories,21.50,9.00,9.6750,203.18,3/6/2019,12:46:00 PM,Credit card,193.50,4.7619,9.6750,7.8000
201-86-2184,B,Mandalay,Member,Female,Electronic accessories,26.26,7.00,9.1910,193.01,2/2/2019,7:40:00 PM,Cash,183.82,4.7619,9.1910,9.9000
261-12-8671,B,Mandalay,Normal,Female,Fashion accessories,60.96,2.00,6.0960,128.02,1/25/2019,7:39:00 PM,Credit card,121.92,4.7619,6.0960,4.9000
730-70-9830,C,Naypyitaw,Normal,Female,Home and lifestyle,70.11,6.00,21.0330,441.69,3/14/2019,5:54:00 PM,Ewallet,420.66,4.7619,21.0330,5.2000
382-25-8917,C,Naypyitaw,Normal,Male,Fashion accessories,42.08,6.00,12.6240,265.10,1/29/2019,12:25:00 PM,Cash,252.48,4.7619,12.6240,8.9000
422-29-8786,A,Yangon,Normal,Female,Home and lifestyle,67.09,5.00,16.7725,352.22,1/3/2019,4:47:00 PM,Credit card,335.45,4.7619,16.7725,9.1000
667-23-5919,A,Yangon,Member,Female,Fashion accessories,96.70,5.00,24.1750,507.68,1/14/2019,12:52:00 PM,Ewallet,483.50,4.7619,24.1750,7.0000
843-01-4703,B,Mandalay,Member,Female,Home and lifestyle,35.38,9.00,15.9210,334.34,1/5/2019,7:50:00 PM,Credit card,318.42,4.7619,15.9210,9.6000
743-88-1662,C,Naypyitaw,Normal,Male,Sports and travel,95.49,7.00,33.4215,701.85,2/22/2019,6:17:00 PM,Ewallet,668.43,4.7619,33.4215,8.7000
595-86-2894,C,Naypyitaw,Member,Male,Fashion accessories,96.98,4.00,19.3960,407.32,2/6/2019,5:20:00 PM,Ewallet,387.92,4.7619,19.3960,9.4000
182-69-8360,B,Mandalay,Normal,Female,Electronic accessories,23.65,4.00,4.7300,99.33,1/30/2019,1:32:00 PM,Credit card,94.60,4.7619,4.7300,4.0000
289-15-7034,A,Yangon,Member,Male,Sports and travel,82.33,4.00,16.4660,345.79,1/11/2019,10:37:00 AM,Credit card,329.32,4.7619,16.4660,7.5000
462-78-5240,C,Naypyitaw,Normal,Female,Electronic accessories,26.61,2.00,2.6610,55.88,3/19/2019,2:35:00 PM,Cash,53.22,4.7619,2.6610,4.2000
868-52-7573,B,Mandalay,Normal,Female,Food and beverages,99.69,5.00,24.9225,523.37,1/14/2019,12:09:00 PM,Cash,498.45,4.7619,24.9225,9.9000
153-58-4872,C,Naypyitaw,Member,Female,Food and beverages,74.89,4.00,14.9780,314.54,3/1/2019,3:32:00 PM,Ewallet,299.56,4.7619,14.9780,4.2000
662-72-2873,A,Yangon,Normal,Female,Food and beverages,40.94,5.00,10.2350,214.94,1/6/2019,1:58:00 PM,Ewallet,204.70,4.7619,10.2350,9.9000
525-88-7307,B,Mandalay,Member,Male,Sports and travel,75.82,1.00,3.7910,79.61,1/31/2019,1:19:00 PM,Cash,75.82,4.7619,3.7910,5.8000
689-16-9784,C,Naypyitaw,Normal,Male,Food and beverages,46.77,6.00,14.0310,294.65,3/11/2019,1:37:00 PM,Cash,280.62,4.7619,14.0310,6.0000
725-56-0833,A,Yangon,Normal,Female,Health and beauty,32.32,10.00,16.1600,339.36,2/20/2019,4:49:00 PM,Credit card,323.20,4.7619,16.1600,10.0000
394-41-0748,C,Naypyitaw,Member,Female,Fashion accessories,54.07,9.00,24.3315,510.96,1/27/2019,2:55:00 PM,Ewallet,486.63,4.7619,24.3315,9.5000
596-42-3999,B,Mandalay,Normal,Male,Food and beverages,18.22,7.00,6.3770,133.92,3/10/2019,2:04:00 PM,Credit card,127.54,4.7619,6.3770,6.6000
541-89-9860,C,Naypyitaw,Member,Female,Fashion accessories,80.48,3.00,12.0720,253.51,2/15/2019,12:31:00 PM,Cash,241.44,4.7619,12.0720,8.1000
173-82-9529,B,Mandalay,Normal,Female,Fashion accessories,37.95,10.00,18.9750,398.48,1/26/2019,2:51:00 PM,Cash,379.50,4.7619,18.9750,9.7000
563-36-9814,A,Yangon,Member,Male,Electronic accessories,76.82,1.00,3.8410,80.66,2/13/2019,6:27:00 PM,Ewallet,76.82,4.7619,3.8410,7.2000
308-47-4913,A,Yangon,Member,Female,Sports and travel,52.26,10.00,26.1300,548.73,3/9/2019,12:45:00 PM,Credit card,522.60,4.7619,26.1300,6.2000
885-17-6250,A,Yangon,Normal,Female,Health and beauty,79.74,1.00,3.9870,83.73,3/6/2019,10:36:00 AM,Ewallet,79.74,4.7619,3.9870,7.3000
726-27-2396,A,Yangon,Normal,Female,Health and beauty,77.50,5.00,19.3750,406.88,1/24/2019,8:36:00 PM,Ewallet,387.50,4.7619,19.3750,4.3000
316-01-3952,A,Yangon,Normal,Female,Food and beverages,54.27,5.00,13.5675,284.92,3/13/2019,2:16:00 PM,Ewallet,271.35,4.7619,13.5675,4.6000
760-54-1821,B,Mandalay,Normal,Male,Home and lifestyle,13.59,9.00,6.1155,128.43,3/15/2019,10:26:00 AM,Cash,122.31,4.7619,6.1155,5.8000
793-10-3222,B,Mandalay,Member,Female,Health and beauty,41.06,6.00,12.3180,258.68,3/5/2019,1:30:00 PM,Credit card,246.36,4.7619,12.3180,8.3000
346-12-3257,B,Mandalay,Member,Male,Electronic accessories,19.24,9.00,8.6580,181.82,3/4/2019,4:28:00 PM,Cash,173.16,4.7619,8.6580,8.0000
110-05-6330,C,Naypyitaw,Normal,Female,Food and beverages,39.43,6.00,11.8290,248.41,3/25/2019,8:18:00 PM,Credit card,236.58,4.7619,11.8290,9.4000
651-61-0874,C,Naypyitaw,Normal,Male,Home and lifestyle,46.22,4.00,9.2440,194.12,3/12/2019,8:04:00 PM,Credit card,184.88,4.7619,9.2440,6.2000
236-86-3015,C,Naypyitaw,Member,Male,Home and lifestyle,13.98,1.00,0.6990,14.68,2/4/2019,1:38:00 PM,Ewallet,13.98,4.7619,0.6990,9.8000
831-64-0259,B,Mandalay,Normal,Female,Fashion accessories,39.75,5.00,9.9375,208.69,2/22/2019,10:43:00 AM,Ewallet,198.75,4.7619,9.9375,9.6000
587-03-7455,C,Naypyitaw,Member,Female,Fashion accessories,97.79,7.00,34.2265,718.76,2/16/2019,5:30:00 PM,Ewallet,684.53,4.7619,34.2265,4.9000
882-40-4577,A,Yangon,Member,Male,Sports and travel,67.26,4.00,13.4520,282.49,1/19/2019,3:28:00 PM,Credit card,269.04,4.7619,13.4520,8.0000
732-67-5346,A,Yangon,Normal,Male,Food and beverages,13.79,5.00,3.4475,72.40,1/11/2019,7:07:00 PM,Credit card,68.95,4.7619,3.4475,7.8000
725-32-9708,B,Mandalay,Member,Female,Fashion accessories,68.71,4.00,13.7420,288.58,1/4/2019,7:01:00 PM,Cash,274.84,4.7619,13.7420,4.1000
256-08-8343,A,Yangon,Normal,Female,Home and lifestyle,56.53,4.00,11.3060,237.43,3/4/2019,7:48:00 PM,Ewallet,226.12,4.7619,11.3060,5.5000
372-26-1506,C,Naypyitaw,Normal,Female,Fashion accessories,23.82,5.00,5.9550,125.06,1/28/2019,7:24:00 PM,Ewallet,119.10,4.7619,5.9550,5.4000
244-08-0162,B,Mandalay,Normal,Female,Health and beauty,34.21,10.00,17.1050,359.21,1/2/2019,1:00:00 PM,Cash,342.10,4.7619,17.1050,5.1000
569-71-4390,B,Mandalay,Normal,Male,Sports and travel,21.87,2.00,2.1870,45.93,1/25/2019,2:29:00 PM,Ewallet,43.74,4.7619,2.1870,6.9000
132-23-6451,A,Yangon,Member,Male,Health and beauty,20.97,5.00,5.2425,110.09,1/4/2019,1:21:00 PM,Cash,104.85,4.7619,5.2425,7.8000
696-90-2548,A,Yangon,Normal,Male,Sports and travel,25.84,3.00,3.8760,81.40,3/10/2019,6:55:00 PM,Ewallet,77.52,4.7619,3.8760,6.6000
472-15-9636,A,Yangon,Normal,Male,Home and lifestyle,50.93,8.00,20.3720,427.81,3/22/2019,7:36:00 PM,Ewallet,407.44,4.7619,20.3720,9.2000
268-03-6164,B,Mandalay,Normal,Male,Health and beauty,96.11,1.00,4.8055,100.92,1/25/2019,4:28:00 PM,Ewallet,96.11,4.7619,4.8055,7.8000
750-57-9686,C,Naypyitaw,Normal,Female,Home and lifestyle,45.38,4.00,9.0760,190.60,1/8/2019,1:48:00 PM,Credit card,181.52,4.7619,9.0760,8.7000
186-09-3669,C,Naypyitaw,Member,Female,Health and beauty,81.51,1.00,4.0755,85.59,1/22/2019,10:57:00 AM,Ewallet,81.51,4.7619,4.0755,9.2000
848-07-1692,B,Mandalay,Normal,Female,Health and beauty,57.22,2.00,5.7220,120.16,1/12/2019,5:13:00 PM,Ewallet,114.44,4.7619,5.7220,8.3000
745-71-3520,A,Yangon,Member,Female,Electronic accessories,25.22,7.00,8.8270,185.37,2/4/2019,10:23:00 AM,Cash,176.54,4.7619,8.8270,8.2000
266-76-6436,C,Naypyitaw,Member,Female,Food and beverages,38.60,3.00,5.7900,121.59,3/28/2019,1:57:00 PM,Ewallet,115.80,4.7619,5.7900,7.5000
740-22-2500,C,Naypyitaw,Normal,Female,Electronic accessories,84.05,3.00,12.6075,264.76,1/23/2019,1:29:00 PM,Cash,252.15,4.7619,12.6075,9.8000
271-88-8734,C,Naypyitaw,Member,Female,Fashion accessories,97.21,10.00,48.6050,1020.71,2/8/2019,1:00:00 PM,Credit card,972.10,4.7619,48.6050,8.7000
301-81-8610,B,Mandalay,Member,Male,Fashion accessories,25.42,8.00,10.1680,213.53,3/19/2019,7:42:00 PM,Credit card,203.36,4.7619,10.1680,6.7000
489-64-4354,C,Naypyitaw,Normal,Male,Fashion accessories,16.28,1.00,0.8140,17.09,3/9/2019,3:36:00 PM,Cash,16.28,4.7619,0.8140,5.0000
198-84-7132,B,Mandalay,Member,Male,Fashion accessories,40.61,9.00,18.2745,383.76,1/2/2019,1:40:00 PM,Cash,365.49,4.7619,18.2745,7.0000
269-10-8440,A,Yangon,Member,Male,Health and beauty,53.17,7.00,18.6095,390.80,1/21/2019,6:01:00 PM,Cash,372.19,4.7619,18.6095,8.9000
650-98-6268,B,Mandalay,Member,Female,Food and beverages,20.87,3.00,3.1305,65.74,3/20/2019,1:53:00 PM,Credit card,62.61,4.7619,3.1305,8.0000
741-73-3559,B,Mandalay,Normal,Male,Sports and travel,67.27,5.00,16.8175,353.17,2/27/2019,5:27:00 PM,Cash,336.35,4.7619,16.8175,6.9000
325-77-6186,A,Yangon,Member,Female,Home and lifestyle,90.65,10.00,45.3250,951.83,3/8/2019,10:53:00 AM,Ewallet,906.50,4.7619,45.3250,7.3000
286-75-7818,B,Mandalay,Normal,Male,Fashion accessories,69.08,2.00,6.9080,145.07,1/31/2019,7:48:00 PM,Credit card,138.16,4.7619,6.9080,6.9000
574-57-9721,C,Naypyitaw,Normal,Male,Food and beverages,43.27,2.00,4.3270,90.87,3/8/2019,4:53:00 PM,Ewallet,86.54,4.7619,4.3270,5.7000
459-50-7686,A,Yangon,Normal,Female,Electronic accessories,23.46,6.00,7.0380,147.80,1/13/2019,7:14:00 PM,Ewallet,140.76,4.7619,7.0380,6.4000
616-87-0016,B,Mandalay,Normal,Male,Fashion accessories,95.54,7.00,33.4390,702.22,3/9/2019,2:36:00 PM,Credit card,668.78,4.7619,33.4390,9.6000
837-55-7229,B,Mandalay,Normal,Female,Fashion accessories,47.44,1.00,2.3720,49.81,2/22/2019,6:19:00 PM,Credit card,47.44,4.7619,2.3720,6.8000
751-69-0068,C,Naypyitaw,Normal,Male,Sports and travel,99.24,9.00,44.6580,937.82,3/19/2019,7:09:00 PM,Ewallet,893.16,4.7619,44.6580,9.0000
257-73-1380,C,Naypyitaw,Member,Male,Sports and travel,82.93,4.00,16.5860,348.31,1/20/2019,4:51:00 PM,Ewallet,331.72,4.7619,16.5860,9.6000
345-08-4992,A,Yangon,Normal,Male,Home and lifestyle,33.99,6.00,10.1970,214.14,3/8/2019,3:37:00 PM,Credit card,203.94,4.7619,10.1970,7.7000
549-96-4200,C,Naypyitaw,Member,Male,Food and beverages,17.04,4.00,3.4080,71.57,3/8/2019,8:15:00 PM,Ewallet,68.16,4.7619,3.4080,7.0000
810-60-6344,C,Naypyitaw,Normal,Female,Electronic accessories,40.86,8.00,16.3440,343.22,2/7/2019,2:38:00 PM,Credit card,326.88,4.7619,16.3440,6.5000
450-28-2866,C,Naypyitaw,Member,Male,Food and beverages,17.44,5.00,4.3600,91.56,1/15/2019,7:25:00 PM,Cash,87.20,4.7619,4.3600,8.1000
394-30-3170,B,Mandalay,Member,Female,Sports and travel,88.43,8.00,35.3720,742.81,3/22/2019,7:35:00 PM,Credit card,707.44,4.7619,35.3720,4.3000
138-17-5109,A,Yangon,Member,Female,Home and lifestyle,89.21,9.00,40.1445,843.03,1/15/2019,3:42:00 PM,Credit card,802.89,4.7619,40.1445,6.5000
192-98-7397,C,Naypyitaw,Normal,Male,Fashion accessories,12.78,1.00,0.6390,13.42,1/8/2019,2:11:00 PM,Ewallet,12.78,4.7619,0.6390,9.5000
301-11-9629,A,Yangon,Normal,Female,Sports and travel,19.10,7.00,6.6850,140.39,1/15/2019,10:43:00 AM,Cash,133.70,4.7619,6.6850,9.7000
390-80-5128,B,Mandalay,Member,Female,Health and beauty,19.15,1.00,0.9575,20.11,1/28/2019,5:58:00 PM,Credit card,19.15,4.7619,0.9575,9.5000
235-46-8343,C,Naypyitaw,Member,Male,Food and beverages,27.66,10.00,13.8300,290.43,2/14/2019,11:26:00 AM,Credit card,276.60,4.7619,13.8300,8.9000
453-12-7053,C,Naypyitaw,Normal,Male,Fashion accessories,45.74,3.00,6.8610,144.08,3/10/2019,5:38:00 PM,Credit card,137.22,4.7619,6.8610,6.5000
296-11-7041,B,Mandalay,Member,Female,Health and beauty,27.07,1.00,1.3535,28.42,1/12/2019,8:07:00 PM,Credit card,27.07,4.7619,1.3535,5.3000
449-27-2918,B,Mandalay,Member,Female,Sports and travel,39.12,1.00,1.9560,41.08,3/26/2019,11:02:00 AM,Credit card,39.12,4.7619,1.9560,9.6000
891-01-7034,B,Mandalay,Normal,Female,Electronic accessories,74.71,6.00,22.4130,470.67,1/1/2019,7:07:00 PM,Cash,448.26,4.7619,22.4130,6.7000
744-09-5786,B,Mandalay,Normal,Male,Electronic accessories,22.01,6.00,6.6030,138.66,1/2/2019,6:50:00 PM,Cash,132.06,4.7619,6.6030,7.6000
727-17-0390,A,Yangon,Normal,Female,Food and beverages,63.61,5.00,15.9025,333.95,3/16/2019,12:43:00 PM,Ewallet,318.05,4.7619,15.9025,4.8000
568-88-3448,A,Yangon,Normal,Male,Health and beauty,25.00,1.00,1.2500,26.25,3/3/2019,3:09:00 PM,Ewallet,25.00,4.7619,1.2500,5.5000
187-83-5490,A,Yangon,Member,Male,Electronic accessories,20.77,4.00,4.1540,87.23,1/31/2019,1:47:00 PM,Cash,83.08,4.7619,4.1540,4.7000
767-54-1907,B,Mandalay,Member,Female,Fashion accessories,29.56,5.00,7.3900,155.19,2/13/2019,4:59:00 PM,Cash,147.80,4.7619,7.3900,6.9000
710-46-4433,B,Mandalay,Member,Female,Food and beverages,77.40,9.00,34.8300,731.43,2/15/2019,2:15:00 PM,Credit card,696.60,4.7619,34.8300,4.5000
533-33-5337,B,Mandalay,Normal,Male,Electronic accessories,79.39,10.00,39.6950,833.60,2/7/2019,8:24:00 PM,Cash,793.90,4.7619,39.6950,6.2000
325-90-8763,C,Naypyitaw,Member,Female,Electronic accessories,46.57,10.00,23.2850,488.99,1/27/2019,1:58:00 PM,Cash,465.70,4.7619,23.2850,7.6000
729-46-7422,C,Naypyitaw,Normal,Male,Food and beverages,35.89,1.00,1.7945,37.68,2/23/2019,4:52:00 PM,Credit card,35.89,4.7619,1.7945,7.9000
639-76-1242,C,Naypyitaw,Normal,Male,Food and beverages,40.52,5.00,10.1300,212.73,2/3/2019,3:19:00 PM,Cash,202.60,4.7619,10.1300,4.5000
234-03-4040,B,Mandalay,Member,Female,Food and beverages,73.05,10.00,36.5250,767.03,3/3/2019,12:25:00 PM,Credit card,730.50,4.7619,36.5250,8.7000
326-71-2155,C,Naypyitaw,Normal,Female,Sports and travel,73.95,4.00,14.7900,310.59,2/3/2019,10:02:00 AM,Cash,295.80,4.7619,14.7900,6.1000
320-32-8842,C,Naypyitaw,Member,Female,Food and beverages,22.62,1.00,1.1310,23.75,3/17/2019,6:58:00 PM,Cash,22.62,4.7619,1.1310,6.4000
470-32-9057,A,Yangon,Member,Male,Food and beverages,51.34,5.00,12.8350,269.54,3/28/2019,3:31:00 PM,Credit card,256.70,4.7619,12.8350,9.1000
878-30-2331,C,Naypyitaw,Member,Female,Sports and travel,54.55,10.00,27.2750,572.78,3/2/2019,11:22:00 AM,Credit card,545.50,4.7619,27.2750,7.1000
440-59-5691,C,Naypyitaw,Member,Female,Health and beauty,37.15,7.00,13.0025,273.05,2/8/2019,1:12:00 PM,Credit card,260.05,4.7619,13.0025,7.7000
554-53-3790,B,Mandalay,Normal,Male,Sports and travel,37.02,6.00,11.1060,233.23,3/22/2019,6:33:00 PM,Cash,222.12,4.7619,11.1060,4.5000
746-19-0921,C,Naypyitaw,Normal,Male,Food and beverages,21.58,1.00,1.0790,22.66,2/9/2019,10:02:00 AM,Ewallet,21.58,4.7619,1.0790,7.2000
233-34-0817,C,Naypyitaw,Member,Female,Electronic accessories,98.84,1.00,4.9420,103.78,2/15/2019,11:21:00 AM,Cash,98.84,4.7619,4.9420,8.4000
767-05-1286,C,Naypyitaw,Member,Female,Home and lifestyle,83.77,6.00,25.1310,527.75,1/23/2019,12:10:00 PM,Ewallet,502.62,4.7619,25.1310,5.4000
340-21-9136,A,Yangon,Member,Female,Sports and travel,40.05,4.00,8.0100,168.21,1/25/2019,11:40:00 AM,Cash,160.20,4.7619,8.0100,9.7000
405-31-3305,A,Yangon,Member,Male,Fashion accessories,43.13,10.00,21.5650,452.87,2/2/2019,6:31:00 PM,Credit card,431.30,4.7619,21.5650,5.5000
731-59-7531,B,Mandalay,Member,Male,Health and beauty,72.57,8.00,29.0280,609.59,3/30/2019,5:58:00 PM,Cash,580.56,4.7619,29.0280,4.6000
676-39-6028,A,Yangon,Member,Female,Electronic accessories,64.44,5.00,16.1100,338.31,3/30/2019,5:04:00 PM,Cash,322.20,4.7619,16.1100,6.6000
502-05-1910,A,Yangon,Normal,Male,Health and beauty,65.18,3.00,9.7770,205.32,2/25/2019,8:35:00 PM,Credit card,195.54,4.7619,9.7770,6.3000
485-30-8700,A,Yangon,Normal,Female,Sports and travel,33.26,5.00,8.3150,174.62,3/18/2019,4:10:00 PM,Credit card,166.30,4.7619,8.3150,4.2000
598-47-9715,C,Naypyitaw,Normal,Male,Electronic accessories,84.07,4.00,16.8140,353.09,3/7/2019,4:54:00 PM,Ewallet,336.28,4.7619,16.8140,4.4000
701-69-8742,B,Mandalay,Normal,Male,Sports and travel,34.37,10.00,17.1850,360.89,3/16/2019,10:11:00 AM,Ewallet,343.70,4.7619,17.1850,6.7000
575-67-1508,A,Yangon,Normal,Male,Electronic accessories,38.60,1.00,1.9300,40.53,1/29/2019,11:26:00 AM,Ewallet,38.60,4.7619,1.9300,6.7000
541-08-3113,C,Naypyitaw,Normal,Male,Food and beverages,65.97,8.00,26.3880,554.15,2/2/2019,8:29:00 PM,Cash,527.76,4.7619,26.3880,8.4000
246-11-3901,C,Naypyitaw,Normal,Female,Electronic accessories,32.80,10.00,16.4000,344.40,2/15/2019,12:12:00 PM,Cash,328.00,4.7619,16.4000,6.2000
